"relative_path","status","category","size_bytes","note"
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_run_stage_d_conditionally.cpython-314.pyc","active","misc","10943","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_run_stage_d_conditionally.cpython-314-pytest-9.0.2.pyc","active","misc","11117","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_teacher_gateway.cpython-314.pyc","active","misc","5367","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_teacher_gateway.cpython-314-pytest-9.0.2.pyc","active","misc","5541","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_validate_policies.cpython-314.pyc","active","misc","33513","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\__pycache__\test_validate_policies.cpython-314-pytest-9.0.2.pyc","active","misc","33687","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_canonical.json","active","json","308","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_checkpoints_hash_mismatch\dpo_checkpoint.json","active","json","126","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_checkpoints_hash_mismatch\sft_checkpoint.json","active","json","126","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_checkpoints_ok\dpo_checkpoint.json","active","json","126","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_checkpoints_ok\sft_checkpoint.json","active","json","126","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_exports_ok\lumis1-f16.gguf.json","active","json","114","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_exports_ok\lumis1-q4_k_m.gguf.json","active","json","117","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\chat_template_exports_ok\lumis1-q8_0.gguf.json","active","json","115","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\contingency_matrix_unsatisfiable.yaml","active","yaml","1727","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\cost_report_over_budget.json","active","json","62","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\cost_report_warning_budget.json","active","json","61","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\dataset_manifest_identity_base.yaml","active","yaml","616","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\dataset_manifest_identity_low_share.yaml","active","yaml","1093","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\dataset_manifest_orphan_entry.yaml","active","yaml","253","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\dataset_manifest_rebalance_pending_sources.yaml","active","yaml","2552","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\dataset_manifest_valid.yaml","active","yaml","412","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\decision_precedence_duplicate_tier.yaml","active","yaml","662","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\decision_precedence_missing_legal_posture.yaml","active","yaml","632","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\manifests\chat_template.json","active","json","68","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\manifests\dataset_manifest.yaml","active","yaml","46","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\manifests\legal\teacher_data_admissibility.yaml","active","yaml","65","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\manifests\source_registry.yaml","active","yaml","47","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\outputs\exports\lumis1-f16.gguf.json","active","json","40","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\outputs\exports\lumis1-q4_k_m.gguf.json","active","json","43","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\outputs\exports\lumis1-q8_0.gguf.json","active","json","41","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\reports\cost\cost_report.json","active","json","117","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\reports\eval\metrics.json","active","json","694","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\reports\train\stage_a.json","active","json","55","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\reports\train\stage_b.json","active","json","55","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\evidence_missing_release_gate_source\reports\train\stage_c.json","active","json","55","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\export_missing_q8_0\lumis1-f16.gguf.json","active","json","293","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\export_missing_q8_0\lumis1-q4_k_m.gguf.json","active","json","296","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\identity_accepted_ok\accepted_identity_rows.json","active","json","506","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\identity_accepted_unvalidated\accepted_identity_rows.json","active","json","504","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\model_card_unsupported_claim_metric.json","active","json","2617","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\mvp_scope_optional_unblocked.yaml","active","yaml","597","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\non_thinking_leakage_failure\train.jsonl","active","misc","87","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\non_thinking_sanitize_input\train.jsonl","active","misc","332","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\normalized_enrichment_missing_subset\train.jsonl","active","misc","131","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\normalized_enrichment_valid\train.jsonl","active","misc","270","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\pilot_budget_bypassable.yaml","active","yaml","213","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\preference_mix_reasoning_failure\preference_manifest.json","active","json","944","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\preference_mix_reasoning_failure\preference_pairs.jsonl","active","misc","530","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\release_metrics_identity_adversarial_count_120.json","active","json","930","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\release_metrics_ocr_breach.json","active","json","930","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\release_metrics_regression_breach.json","active","json","929","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\release_thresholds_identity_direct_mismatch.yaml","active","yaml","768","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_denied_admitted_rows.yaml","active","yaml","889","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_ingest_allowlist_mixed.yaml","active","yaml","2491","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_ingest_denied_admitted.yaml","active","yaml","878","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_invalid_status.yaml","active","yaml","843","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_missing_evidence_url.yaml","active","yaml","772","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_pending_admitted_rows.yaml","active","yaml","882","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\source_registry_rebalance_wildchat_pending.yaml","active","yaml","2459","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\stage_a_lr_drift.yaml","active","yaml","857","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\stage_b_eval_multimodal_drop_004.json","active","json","92","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\legacy_stack\tests\fixtures\stage_b_lr_drift.yaml","active","yaml","858","Current configuration or metadata artifact in the workspace."
